text,url,lexicon_0,lexicon_1,lexicon_2,lexicon_3,lexicon_4,meaning_0,meaning_1,meaning_2,meaning_3,text_transformed,Lema,merged_lexicon,merged_meanings
dl),"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",c,a01,,,,"no, not",,,,דלא,l),conjunction | a01,"no, not"
drwbh,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",p,noun sg. abs. or construct,,,,a greater thing,,,,דרובה,rwbh,preposition | noun sg. abs. or construct,a greater thing
hy),"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",P01C,,,,,she,,,,היא,hy),P01C,she
wd),"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",R,c,,,,this (f.),"and, also",,,ודא,w_,R | conjunction,"this (f.) | and, also"
){ykp}<kp>lh,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",verb G,,,,,"to take care of, be concerned with",w.,":  to urge, compel",,אכפלה,)kp,verb peal,"to take care of, be concerned with | w. | :  to urge, compel"
"""$by(yt""","Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",No data,,,,,,,,,שביעית,None,No data,
h),"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",I01C,,,,,here! look!,,,,הא,h),I01C,here! look!
"""m($rwt""","Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",No data,,,,,,,,,מעשרות,None,No data,
gby,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",p01C,,,,,"at the side of, together with",,,,גבי,gb,p01C,"at the side of, together with"
"""$bt""","Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",No data,,,,,,,,,שבת,None,No data,
)ykplh,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",verb G,,,,,"to take care of, be concerned with",w.,":  to urge, compel",,איכפלה,)kp,verb peal,"to take care of, be concerned with | w. | :  to urge, compel"
m)y,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",R,,,,,what is it?,,,,מאי,mhy),R,what is it?
)m',"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",verb G,,,,,to say,to command,to think,idiomatic and special usages:,אמ',)mr,verb peal,to say | to command | to think | idiomatic and special usages:
)l),"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",c,,,,,but rather,,,,אלא,)l),conjunction,but rather
l),"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",a01C,,,,,"no, not",,,,לא,l),a01C,"no, not"
mh,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",P01,,,,,what?,,,,מה,mh,preposition independent,what?
)m',"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",verb G,,,,,to say,to command,to think,idiomatic and special usages:,אמ',)mr,verb peal,to say | to command | to think | idiomatic and special usages:
xmy,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",verb G,,,,,to see,w. infinitive: to see fit to do something,w.,": to look at, study carefully",חמי,xmy,verb peal,"to see | w. infinitive: to see fit to do something | w. | : to look at, study carefully"
"""m($rwt""","Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",No data,,,,,,,,,מעשרות,None,No data,
gby,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",p01C,,,,,"at the side of, together with",,,,גבי,gb,p01C,"at the side of, together with"
"""$bt""","Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",No data,,,,,,,,,שבת,None,No data,
){y}kplh#01#,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",verb G,,,,,"to take care of, be concerned with",w.,":  to urge, compel",,אכפלה,)kp,verb peal,"to take care of, be concerned with | w. | :  to urge, compel"
m)y,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",R,,,,,what is it?,,,,מאי,mhy),R,what is it?
"msyq""","Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",No data,,,,,,,,,מסיק,None,No data,
zyty,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",No data,,,,,,,,,זיתי,None,No data,
"""b$mN","Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",No data,,,,,,,,,בשמן,None,No data,
^qyymtyh^,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",verb D,,,,,to establish,to fulfill a commandment or promise,"to swear, promise",to preserve,קיימתיה,qwm,verb pael,"to establish | to fulfill a commandment or promise | to swear, promise | to preserve"
mwdyy,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",verb C,,,,,to praise,to confess,"to consent, acknowledge",,מודיי,ydy,verb (h)aphel,"to praise | to confess | to consent, acknowledge"
kl,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",noun sg. abs. or construct,,,,,"all, every",,,,כל,kl,noun sg. abs. or construct,"all, every"
(m),"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",noun sg. emphatic,,,,,people,,,,עמא,(m,noun sg. emphatic,people
b(yy,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",verb G,,,,,"to seek, look for",to ask a question,"to wish for something, want, request",to require,בעיי,b(y,verb peal,"to seek, look for | to ask a question | to wish for something, want, request | to require"
xbryy),"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",noun pl. emphatic,,,,,comrade,,,,חברייא,xbr,noun pl. emphatic,comrade
lyh,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",p01,,,,,,,,,ליה,l_,preposition independent,
)yt,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",verb G,,,,,,,,,אית,)yt,verb peal,
m)N,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",P02C,,,,,who?,,,,מאן,mn,P02C,who?
mylh,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",N,,,,,"word, speech; thing",,,,מילה,mylh,noun,"word, speech; thing"
wlyydh,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",P01C,c,,,,which one (f.),"and, also",,,וליידה,w_,P01C | conjunction,"which one (f.) | and, also"
z(yr),"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",PN Personal name,,,,,,,,,זעירא,z(yr),proper name Personal name,
r',"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",N,,,,,chief; teacher,,,,ר',rby#2,noun,chief; teacher
)sbry,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",verb C,,,,,"to hope, to expect",to think to be true,"to lift up, turn something toward",to supplicate,אסברי,sbr,verb (h)aphel,"to hope, to expect | to think to be true | to lift up, turn something toward | to supplicate"
b),"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",PN Personal name,,,,,,,,,בא,b),proper name Personal name,
r',"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",N,,,,,chief; teacher,,,,ר',rby#2,noun,chief; teacher
)m',"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",verb G,,,,,to say,to command,to think,idiomatic and special usages:,אמ',)mr,verb peal,to say | to command | to think | idiomatic and special usages:
byTyt),"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",noun pl. emphatic,,,,,caper bud,,,,ביטיתא,byTy,noun pl. emphatic,caper bud
)ylyN,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",R,,,,,these (m. and f.),,,,אילין,)ylyyn,R,these (m. and f.)
mrymyN,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",verb C,,,,,to exalt,"to raise up, lift","to take off, remove",to distill,מרימין,rwm,verb (h)aphel,"to exalt | to raise up, lift | to take off, remove | to distill"
dyhwwN,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",c,verb G,,,,to be,"to endure, to exist","to come to pass, to happen",in idioms:,דיהוון,hwy,conjunction | verb peal,"to be | to endure, to exist | to come to pass, to happen | in idioms:"
qpryt),"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",noun sg. emphatic,,,,,caper fruit,,,,קפריתא,qpry,noun sg. emphatic,caper fruit
kd,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",c,,,,,when,,,,כד,kd,conjunction,when
hynwN,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",R,,,,,they,,,,הינון,hynwn,R,they
hd),"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",P01,,,,,this (f.),,,,הדא,hd),preposition independent,this (f.)
kb$yN,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",verb G,,,,,to tread on,to press,to intercalate,"to till, prepare for planting",כבשין,kb$,verb peal,"to tread on | to press | to intercalate | to till, prepare for planting"
ln$ykwN,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",N,p03,,,,"woman, wife",,,,לנשיכון,l_,noun | preposition proclitic,"woman, wife"
tywwN/twN#01#/,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",R,verb G,,,,to be,"to endure, to exist","to come to pass, to happen",in idioms:,תון/,hwy,R | verb peal,"to be | to endure, to exist | to come to pass, to happen | in idioms:"
mpqdyN,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",verb D,,,,,to command (person),"to install, to appoint",to leave someone by testament,concerning?,מפקדין,pqd,verb pael,"to command (person) | to install, to appoint | to leave someone by testament | concerning?"
lxbryy),"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",p03,noun pl. emphatic,,,,comrade,,,,לחברייא,xbr,preposition proclitic | noun pl. emphatic,comrade
mpqd,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",verb D,,,,,to command (person),"to install, to appoint",to leave someone by testament,concerning?,מפקד,pqd,verb pael,"to command (person) | to install, to appoint | to leave someone by testament | concerning?"
hmnwn),"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",PN Personal name,,,,,,,,,המנונא,hmnwn),proper name Personal name,
rb,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",noun sg. abs. or construct,,,,,chief; teacher,,,,רב,rb,noun sg. abs. or construct,chief; teacher
)ty,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",PN Personal name,,,,,,,,,אתי,)ty,proper name Personal name,
rb,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",noun sg. abs. or construct,,,,,chief; teacher,,,,רב,rb,noun sg. abs. or construct,chief; teacher
dby,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",N,p,,,,house; structure; place,,,,דבי,d_,noun | preposition,house; structure; place
l)ylyN,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",R,p03,,,,these (m. and f.),,,,לאילין,l_,R | preposition proclitic,these (m. and f.)
mpqd,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",verb D,,,,,to command (person),"to install, to appoint",to leave someone by testament,concerning?,מפקד,pqd,verb pael,"to command (person) | to install, to appoint | to leave someone by testament | concerning?"
rb,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",PN Personal name,,,,,,,,,רב,rb,proper name Personal name,
hy),"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",P01C,,,,,she,,,,היא,hy),P01C,she
ly(zr,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",PN Personal name,,,,,,,,,ליעזר,ly(zr,proper name Personal name,
dr',"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",p,N,,,,chief; teacher,,,,דר',rby#2,preposition | noun,chief; teacher
(wd,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",a01C,,,,,still; again,,,,עוד,(wd,a01C,still; again
{$y(lwN}<$w(lh>#01#,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",noun sg. emphatic,,,,,palm of the hand,,,,שועלה,$(wl,noun sg. emphatic,palm of the hand
ml),"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",N,,,,,"word, speech; thing",,,,מלא,mylh,noun,"word, speech; thing"
lwN,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",p02,,,,,,,,,לון,l_,preposition with pronominal suffix,
wxwy,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",c,verb D,,,,to show,"to announce, i.e., reveal previously unknown information",to display apparent behavior,,וחוי,xwy,conjunction | verb pael,"to show | to announce, i.e., reveal previously unknown information | to display apparent behavior"
lkwtl),"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",noun sg. emphatic,p03,,,,wall,,,,לכותלא,l_,noun sg. emphatic | preposition proclitic,wall
)pwy,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",noun pl. emphatic,,,,,face; surface,,,,אפוי,)pyn,noun pl. emphatic,face; surface
whpK,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",verb G,c,,,,to turn,to overturn,to change to the opposite condition,"to return, come back to an original state or position",והפך,w_,verb peal | conjunction,"to turn | to overturn | to change to the opposite condition | to return, come back to an original state or position"
mynyh,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",p02C,,,,,from,,,,מיניה,mn,p02C,from
sbyN,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",N,,,,,old man,,,,סבין,sb,noun,old man
whwwN,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",verb G,c,,,,to be,"to endure, to exist","to come to pass, to happen",in idioms:,והוון,w_,verb peal | conjunction,"to be | to endure, to exist | to come to pass, to happen | in idioms:"
(d,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",p01C,,,,,until,,,,עד,(d,p01C,until
)cb(tyh,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",noun pl. emphatic,,,,,finger,,,,אצבעתיה,)cb(,noun pl. emphatic,finger
qy$ry,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",noun pl. construct,,,,,knot,,,,קישרי,qTr,noun pl. construct,knot
lyh,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",p01,,,,,,,,,ליה,l_,preposition independent,
{whwyyN}<wxwwN>#01#,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",c,verb D,,,,to show,"to announce, i.e., reveal previously unknown information",to display apparent behavior,,וחוון,xwy,conjunction | verb pael,"to show | to announce, i.e., reveal previously unknown information | to display apparent behavior"
)ymy>#01#,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",PN Personal name,,,,,,,,,אימי,)ymy,proper name Personal name,
<hhN,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",P01C,,,,,this,,,,ההן,)hn,P01C,this
br,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",noun sg. abs. or construct,,,,,son,,,,בר,br,noun sg. abs. or construct,son
rb,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",noun sg. abs. or construct,,,,,chief; teacher,,,,רב,rb,noun sg. abs. or construct,chief; teacher
)ymy,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",PN Personal name,,,,,,,,,אימי,)ymy,proper name Personal name,
br,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",noun sg. abs. or construct,,,,,son,,,,בר,br,noun sg. abs. or construct,son
kwlh<w>N#01#,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",noun sg. emphatic,,,,,"all, every",,,,כולהון,kl,noun sg. emphatic,"all, every"
)yN,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",c,,,,,if,,,,אין,)yn,conjunction,if
)ymy,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",PN Personal name,,,,,,,,,אימי,)ymy,proper name Personal name,
rb,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",noun sg. abs. or construct,,,,,chief; teacher,,,,רב,rb,noun sg. abs. or construct,chief; teacher
br,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",noun sg. abs. or construct,,,,,son,,,,בר,br,noun sg. abs. or construct,son
hhN,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",P01C,,,,,this,,,,ההן,)hn,P01C,this
)ymy,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",PN Personal name,,,,,,,,,אימי,)ymy,proper name Personal name,
br,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",noun sg. abs. or construct,,,,,son,,,,בר,br,noun sg. abs. or construct,son
kwlh<w>N#01#,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",noun sg. emphatic,,,,,"all, every",,,,כולהון,kl,noun sg. emphatic,"all, every"
ywnh,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",PN Personal name,,,,,,,,,יונה,ywnh,proper name Personal name,
)yN,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",c,,,,,if,,,,אין,)yn,conjunction,if
r',"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",N,,,,,chief; teacher,,,,ר',rby#2,noun,chief; teacher
)m',"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",verb G,,,,,to say,to command,to think,idiomatic and special usages:,אמ',)mr,verb peal,to say | to command | to think | idiomatic and special usages:
l(zr,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",PN Personal name,,,,,,,,,לעזר,l(zr,proper name Personal name,
r',"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",N,,,,,chief; teacher,,,,ר',rby#2,noun,chief; teacher
qwmy,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",p01C,,,,,before,,,,קומי,qwmy,p01C,before
hwwN,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",verb G,,,,,to be,"to endure, to exist","to come to pass, to happen",in idioms:,הוון,hwy,verb peal,"to be | to endure, to exist | to come to pass, to happen | in idioms:"
ytybyN,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",verb G,,,,,to sit,to dwell,to settle down,to be inhabited,יתיבין,ytb,verb peal,to sit | to dwell | to settle down | to be inhabited
)ymy,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",PN Personal name,,,,,,,,,אימי,)ymy,proper name Personal name,
br,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",noun sg. abs. or construct,,,,,son,,,,בר,br,noun sg. abs. or construct,son
txlyp),"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",PN Personal name,,,,,,,,,תחליפא,txlyp),proper name Personal name,
wrb,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",noun sg. abs. or construct,c,,,,chief; teacher,"and, also",,,ורב,w_,noun sg. abs. or construct | conjunction,"chief; teacher | and, also"
xynn),"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",PN Personal name,,,,,,,,,חיננא,xynn),proper name Personal name,
br,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",noun sg. abs. or construct,,,,,son,,,,בר,br,noun sg. abs. or construct,son
hwn),"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",PN Personal name,,,,,,,,,הונא,hwn),proper name Personal name,
trtyy,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",b,,,,,two,,,,תרתיי,tryyn,b,two
trtyy,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",b,,,,,two,,,,תרתיי,tryyn,b,two
mqlP,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",verb D,,,,,to peel,to rub away,"fig. : to clean up, purify",,מקלף,qlp,verb pael,"to peel | to rub away | fig. : to clean up, purify"
ykyl,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",verb G,,,,,to be able (capability),to overpower,(in prohibitive clauses) : to be empowered,,יכיל,ykl,verb peal,to be able (capability) | to overpower | (in prohibitive clauses) : to be empowered
mxzrtyh,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",verb C,,,,,to return (trans.),"to turn something around, turn something away",to make to repeat,": to surround, go around",מחזרתיה,xzr,verb (h)aphel,"to return (trans.) | to turn something around, turn something away | to make to repeat | : to surround, go around"
)n),"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",P01C,,,,,I,,,,אנא,)nh,P01C,I
hw),"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",P01C,,,,,he,,,,הוא,hw),P01C,he
ykwl,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",verb G,,,,,to eat,to consume,to enjoy the usufruct of something,in idioms,יכול,)kl,verb peal,to eat | to consume | to enjoy the usufruct of something | in idioms
mz<d>bnh#03#,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",verb Dt,,,,,to be sold,,,,מזדבנה,zbn,verb ethpaal,to be sold
{)ynh}<l)>#03#,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",a01C,,,,,"no, not",,,,לא,l),a01C,"no, not"
"$bt""","Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",No data,,,,,,,,,שבת,None,No data,
"""klklt","Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",No data,,,,,,,,,כלכלת,None,No data,
lyh,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",p01,,,,,,,,,ליה,l_,preposition independent,
)m',"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",verb G,,,,,to say,to command,to think,idiomatic and special usages:,אמ',)mr,verb peal,to say | to command | to think | idiomatic and special usages:
lyzbwN,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",p03,noun sg. abs. or construct,,,,purchase; sale,,,,ליזבון,zbwn,preposition proclitic | noun sg. abs. or construct,purchase; sale
lyh,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",p01,,,,,,,,,ליה,l_,preposition independent,
)m',"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",verb G,,,,,to say,to command,to think,idiomatic and special usages:,אמ',)mr,verb peal,to say | to command | to think | idiomatic and special usages:
{dt)ynyM}<dtnyN>#10#,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",p,N,,,,fig,,,,דתנין,tynh,preposition | noun,fig
T(yN,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",verb G,,,,,to lift up and carry a burden,"to put a burden on, load",to impose an oath on,"to tolerate, endure illness or hard labor",טעין,T(n,verb peal,"to lift up and carry a burden | to put a burden on, load | to impose an oath on | to tolerate, endure illness or hard labor"
klklh,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",noun sg. abs. or construct,,,,,basket,,,,כלכלה,klklh,noun sg. abs. or construct,basket
xd,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",n01C,,,,,one,,,,חד,xd,n01C,one
yt<y>byN#01#,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",verb G,,,,,to sit,to dwell,to settle down,to be inhabited,יתיבין,ytb,verb peal,to sit | to dwell | to settle down | to be inhabited
(br,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",verb G,,,,,to cross over,"to go away, vanish",":  to violate, transgress",to be exchangeable,עבר,(br,verb peal,"to cross over | to go away, vanish | :  to violate, transgress | to be exchangeable"
hwwN,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",verb G,,,,,to be,"to endure, to exist","to come to pass, to happen",in idioms:,הוון,hwy,verb peal,"to be | to endure, to exist | to come to pass, to happen | in idioms:"
)ysy,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",PN Personal name,,,,,,,,,איסי,)ysy,proper name Personal name,
r',"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",N,,,,,chief; teacher,,,,ר',rby#2,noun,chief; teacher
)ymy,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",PN Personal name,,,,,,,,,אימי,)ymy,proper name Personal name,
xyyh,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",PN Personal name,,,,,,,,,חייה,xyyh,proper name Personal name,
r',"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",N,,,,,chief; teacher,,,,ר',rby#2,noun,chief; teacher
r',"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",N,,,,,chief; teacher,,,,ר',rby#2,noun,chief; teacher
dlm),"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",noun sg. abs. or construct,,,,,"story, drama",,,,דלמא,dlmh,noun sg. abs. or construct,"story, drama"
ncrh,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",noun sg. abs. or construct,,,,,wicker basket,,,,נצרה,ncr,noun sg. abs. or construct,wicker basket
)py',"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",c,,,,,"even if , even",,,,אפי',)pylw,conjunction,"even if , even"
)ynwN,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",R,,,,,they,,,,אינון,hynwn,R,they
"""tynwqwt""","Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",No data,,,,,,,,,תינוקות,None,No data,
wl),"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",a01C,c,,,,"no, not","and, also",,,ולא,w_,a01C | conjunction,"no, not | and, also"
plyg),"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",verb G,,,,,to divide (trans.),to be in the middle,"to be distinctive, outstanding","to be halved, become divided",פליגא,plg,verb peal,"to divide (trans.) | to be in the middle | to be distinctive, outstanding | to be halved, become divided"
lqy$,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",PN Personal name,,,,,,,,,לקיש,lqy$,proper name Personal name,
hy),"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",P01C,,,,,she,,,,היא,hy),P01C,she
lyt,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",verb G,,,,,,,,,לית,lyt,verb peal,
"""bN""","Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",No data,,,,,,,,,בן,None,No data,
$m(wN,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",PN Personal name,,,,,,,,,שמעון,$m(wN,proper name Personal name,
dr',"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",p,N,,,,chief; teacher,,,,דר',rby#2,preposition | noun,chief; teacher
(l,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",p01C,,,,,upon; against; to,,,,על,(l,p01C,upon; against; to
)pylw,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",c,,,,,"even if , even",,,,אפילו,)pylw,conjunction,"even if , even"
hwh,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",verb G,,,,,to be,"to endure, to exist","to come to pass, to happen",in idioms:,הוה,hwy,verb peal,"to be | to endure, to exist | to come to pass, to happen | in idioms:"
b(y,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",verb G,,,,,"to seek, look for",to ask a question,"to wish for something, want, request",to require,בעי,b(y,verb peal,"to seek, look for | to ask a question | to wish for something, want, request | to require"
m$x,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",noun sg. abs. or construct,,,,,oil,,,,משח,m$x,noun sg. abs. or construct,oil
gbyh,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",p02C,,,,,"at the side of, together with",,,,גביה,gb,p02C,"at the side of, together with"
mytN,"Masekhet: 0, Page: 000, Side: 0, Line: 00, Word: 0",verb G,,,,,to give,":  to sell for, exchange for",to place,+ : to negotiate,מיתן,ntn,verb peal,"to give | :  to sell for, exchange for | to place | + : to negotiate"
